CountryCode,question_label,target_group,education,answer,percentage
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,School ,34
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Workplace ,44
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"A cafe, restaurant, pub, club",44
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public transport ,56
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"In the street, a square, park, car park or other public place",58
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,In a healthcare setting (hospital or other medical service),31
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public premises or buildings,49
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Other ,16
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Dont Know ,9
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,My home ,49
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Around my family ,70
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,School ,70
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Workplace ,57
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"A cafe, restaurant, pub, club",66
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public transport ,61
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"In the street, a square, park, car park or other public place",70
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,In a healthcare setting (hospital or other medical service),53
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public premises or buildings,53
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Other ,26
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Dont Know ,9
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,My home ,42
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Around my family ,60
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,School ,40
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Workplace ,51
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"A cafe, restaurant, pub, club",55
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public transport ,64
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"In the street, a square, park, car park or other public place",59
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,In a healthcare setting (hospital or other medical service),40
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public premises or buildings,65
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Other ,25
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Dont Know ,14
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Upper secondary,My home ,5
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Upper secondary,Around my family ,23
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Upper secondary,School ,11
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Upper secondary,Workplace ,28
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Upper secondary,"A cafe, restaurant, pub, club",27
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Upper secondary,Public transport ,35
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Upper secondary,"In the street, a square, park, car park or other public place",30
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Upper secondary,In a healthcare setting (hospital or other medical service),12
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Upper secondary,Public premises or buildings,25
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Upper secondary,Other ,35
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Upper secondary,Dont Know ,15
