CountryCode,question_label,target_group,openness,answer,percentage
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Always,NA
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Often,NA
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Rarely,NA
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Never,NA
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Dont know,NA
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Always,NA
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Often,NA
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Rarely,NA
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Never,NA
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Dont know,NA
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Always,9
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Often,8
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Rarely,32
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Never,51
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Dont know,0
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Always,23
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Often,29
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Rarely,27
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Never,21
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Dont know,0
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Always,7
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Often,21
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Rarely,27
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Never,45
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Dont know,0
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Always,35
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Often,26
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Rarely,17
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Never,23
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Dont know,0
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Always,13
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Often,18
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Rarely,31
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Never,38
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Dont know,0
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Always,NA
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Often,NA
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Rarely,NA
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Never,NA
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Dont know,NA
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Always,16
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Often,24
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Rarely,36
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Never,24
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Dont know,0
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Always,18
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Often,15
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Rarely,30
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Never,38
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Dont know,0
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Always,12
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Often,18
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Rarely,31
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Never,38
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Dont know,0
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Always,NA
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Often,NA
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Rarely,NA
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Never,NA
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Always,26
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Often,13
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Rarely,47
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Rarely open,Never,15
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Always,15
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Often,19
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Rarely,45
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Never,22
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Dont know,0
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Always,11
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Often,47
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Rarely,32
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Never,10
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Dont know,1
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Always,15
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Often,22
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Rarely,27
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Never,36
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Rarely open,Dont know,0
